train_00000.jpg	4 \times 7 = 2 8 
train_00001.jpg	a ^ { x } > 9 
train_00002.jpg	8 \times 9 
train_00003.jpg	\sum _ { n = 1 } { 1 1 1 } } k k k k _ { k _ { _ { _ { _ { _ _ _ _ _ _ } _ } _ } _ } _ } _ } } } } } } _ } } } } } } } } } } } } } 
train_00004.jpg	1 = d g d t d t 
train_00005.jpg	\sum \overrightarrow { { F } _ { { } } { { 1 1 1 1 } d d d d d d d d d d d 
train_00006.jpg	= - 1 ^ { 2 } \left( i = \sqrt { - 1 1 \right) } 
train_00007.jpg	7 \times 9 = 4 4 9 9 
train_00008.jpg	\left( 0 . \sqrt { a ^ { 2 } + b ^ { 2 2 2 2 2 } 2 } } } \left( a { { { { { { { ^ { 2 2 2 2 2 2 2 2 2 2 2 2 2 2 } } } } } } } } } } } \right) } \right) } \right) } \right) } \right) 
train_00009.jpg	\left( a - 2 x - 3 - 3 \right) = 0 
train_00010.jpg	\therefore b = - 9 
train_00011.jpg	2 2 + 7 - 2 = = 
train_00012.jpg	7 \div 4 
train_00013.jpg	f \left( x \right) = 4 x ^ { 3 } ^ { 3 } 
train_00014.jpg	\Delta _ { t } = \lim _ { { { \to 0 } \frac { { { \left( \left( \left( \left( + \alpha \right) \right) \right) \right) \right) \right) \right) } { } } { } } { } { } { } { } { } { } { } } { } } { } } } { d } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } 
train_00015.jpg	= _ { { } } { { } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } 
train_00016.jpg	\frac { \left( \left( 1 + 2 \right) \left( \left( + + \right) \right) } } = = = = = = = = \times 3 \times 3 \times 3 \times 3 \times 3 \times 3 \times 3 \times \times \times \times \times \times \times \times \times \times \times \times \times \times \times \times \times \times \times \times 
train_00017.jpg	= h \left( a \right) 
train_00018.jpg	0 4 \times 1 8 8 = \left( 1 + 4 + 4 \right) \left( 1 0 - - 2 - 2 \right) - \right) - \right) 
train_00019.jpg	a _ { n } = a _ { 1 } r _ { 1 } r ^ { { - 1 - 1 1 1 1 1 1 1 1 1 
train_00020.jpg	x = - 2 
train_00021.jpg	= 3 x \left( x ^ { 2 } + 1 \right) \right) 
train_00022.jpg	8 4 - \left( 8 9 + 8 8 8 \right) \right) = = 7 
train_00023.jpg	t = - 1 
train_00024.jpg	2 x - 1 6 \right) \times \left( - \frac { 3 } { 4 } } { { } } x \times x \times \times \frac { { { { { { } } } } } } } } 
train_00025.jpg	\frac { 1 6 } { 2 7 } \div \frac { 2 } { 2 7 } = = 
train_00026.jpg	x < 4 
train_00027.jpg	= x \left( x - 1 1 - - - - y \right] \right] 
train_00028.jpg	6 . . 4 8 \div 4 5 5 6 6 6 6 6 6 
train_00029.jpg	= _ { { } } { { } } } { } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } 
train_00030.jpg	A \left( \left( \left( x \right) - 1 1 1 1 1 1 1 1 1 1 1 1 = { { { { { } { } { } { } 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } 
train_00031.jpg	\frac { x - b { { { { b { b - a { - a } a } a } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } } 
